Full Texts,ID,Name,Email,Phone,Address,Age,Gender,Category,Budget,Payment Method,Password,Created At
User Madhav Kale prefers shopping for Beauty with a budget of ₹47135.35.,284,Madhav Kale,akarshviswanathan@yahoo.com,5737156015,Haryana,28,Female,Beauty,47135.35,Cash on Delivery,19e374687d1a2d0d71f0c87d2f091d5f14f548d3eea28ea46fc05a5c583ffc33,2025-03-28 17:55:01
User Adira Sehgal prefers shopping for Beauty with a budget of ₹23493.13.,285,Adira Sehgal,iroy@raja.com,+911134238,Delhi,31,Female,Beauty,23493.13,Cash on Delivery,95a6422e409e4ceda20050ac815ffc0e3d5eb5c284294c15710980fa94eadd50,2025-03-27 17:55:01
User Nakul Choudhary prefers shopping for Others with a budget of ₹28023.88.,286,Nakul Choudhary,ukuruvilla@yahoo.com,5675890065,Rajasthan,30,Female,Others,28023.88,Cash on Delivery,8921b1aa4cfd7a8ceb85073237752e9124a91b0cd30afc0f0ca07dae13bf04e7,2025-03-30 17:55:01
User Bhamini Bains prefers shopping for Beauty with a budget of ₹45470.11.,287,Bhamini Bains,krishnabaiju@gmail.com,0380225005,Gujarat,33,Female,Beauty,45470.11,Cash on Delivery,4388ab16b59fefc36fb2ae7c8e22d01c49d9370d0af7d390a3444e86bc35f04d,2025-03-29 17:55:01
User Rania Chana prefers shopping for Electronics with a budget of ₹43704.27.,288,Rania Chana,jivika78@hotmail.com,+911331375,Haryana,42,Female,Electronics,43704.27,Credit Card,0434f2a744dc1e771203497057f557ae715d23752f8aaace3c83696081134e6e,2025-03-24 17:55:01
User Kashvi Yogi prefers shopping for Electronics with a budget of ₹21717.25.,289,Kashvi Yogi,zraju@yahoo.com,+918325631,Goa,45,Male,Electronics,21717.25,Credit Card,c3ebb7e492a266ccf22ea9e338c111cea24443c2095d7315f1b24f216fa5ff80,2025-03-09 17:55:01
User Tejas Dasgupta prefers shopping for Books with a budget of ₹2329.12.,290,Tejas Dasgupta,chauhantarini@brar.com,0120105445,Rajasthan,37,Male,Books,2329.12,Debit Card,c2ae273df3104fdf4371e6285dc0b6073faa4375c2cad739b34bd6c4d752070e,2025-03-28 17:55:01
User Ayesha Char prefers shopping for Beauty with a budget of ₹24304.86.,291,Ayesha Char,ibaral@hotmail.com,+911585072,Goa,24,Male,Beauty,24304.86,Cash on Delivery,e9697683739ef1df37e1969250e7ecbfe714d96cd5f26a31f4511f70bfe78470,2025-03-11 17:55:01
User Dharmajan Deep prefers shopping for Books with a budget of ₹27591.02.,292,Dharmajan Deep,madhupramanathan@vora.com,+912563258,Rajasthan,26,Male,Books,27591.02,Credit Card,6a1e79eb2eafdf310bd40ae218e0548db9963d381d637b8139db1f2f16c889df,2025-03-21 17:55:01
User Advika Tank prefers shopping for Home & Kitchen with a budget of ₹8945.77.,293,Advika Tank,parinaazacharya@hotmail.com,0831416522,Gujarat,19,Male,Home & Kitchen,8945.77,Cash on Delivery,0c19711ce364a296fce11a1175df2ba4fc3ed69a498aba1e1df83cfb9272095e,2025-03-21 17:55:01
User Rasha Gopal prefers shopping for Others with a budget of ₹18724.73.,294,Rasha Gopal,rajunitya@gmail.com,0558593586,Maharashtra,19,Female,Others,18724.73,Debit Card,d7c1ab387f01665b27563659efa5a671f876554c049dc1c0c59d1ee699fb013e,2025-03-14 17:55:01
User Jayant Gara prefers shopping for Electronics with a budget of ₹28070.03.,295,Jayant Gara,yraval@hotmail.com,0072000190,Haryana,46,Male,Electronics,28070.03,Cash on Delivery,5657b1a587d3d0f18f496ee4dc82ceff6d151737f5151f19b65e8c9a44be7b6b,2025-03-25 17:55:01
User Veer Hari prefers shopping for Clothing with a budget of ₹36019.39.,296,Veer Hari,ishaan30@gmail.com,+919140295,Karnataka,33,Male,Clothing,36019.39,PayPal,06301890bb1bae2d54cbbde25d6e84d741b166f968fd8606d14c283ef2348aa9,2025-03-21 17:55:01
User Pranay Sandal prefers shopping for Beauty with a budget of ₹18165.68.,297,Pranay Sandal,hunar04@mane.org,5042150242,Gujarat,25,Male,Beauty,18165.68,Cash on Delivery,5d220188b5001d613ff53f1a81ea02789f4d5ef131f104ed9fcfc93ed2f1ae6a,2025-03-15 17:55:01
User Navya Lalla prefers shopping for Others with a budget of ₹3049.45.,298,Navya Lalla,bhasinranbir@swaminathan.com,+919855861,Punjab,18,Female,Others,3049.45,Debit Card,b573c6f0b63386574fd48d8d715e0c47961a50d7c1b2fafb82680c320670485b,2025-03-13 17:55:01
User Lakshit Kanda prefers shopping for Electronics with a budget of ₹34404.8.,299,Lakshit Kanda,abram56@gmail.com,+917987802,Karnataka,29,Male,Electronics,34404.8,Credit Card,8fb27b82f8c52275daedb9430592068b20c61a6b9c3e775662348cac657c548d,2025-03-27 17:55:01
User Lakshay Rattan prefers shopping for Electronics with a budget of ₹17423.32.,300,Lakshay Rattan,zoya51@wali.com,7649283094,Delhi,35,Female,Electronics,17423.32,Credit Card,7bfb8e7915c2d378b1b49d4135f710787ef19d3b6e5ebf81892bb7ebca445d55,2025-03-23 17:55:01
User Anika Sanghvi prefers shopping for Beauty with a budget of ₹1052.71.,301,Anika Sanghvi,reneekota@yahoo.com,+919267065,Goa,48,Female,Beauty,1052.71,PayPal,27c46bc407c1edf6f65f78e110a3ae3fa31d457bb26d803cda06b95688067c29,2025-03-20 17:55:01
User Veer Dugar prefers shopping for Clothing with a budget of ₹17513.63.,302,Veer Dugar,vardaniya87@yahoo.com,+917532407,Delhi,50,Male,Clothing,17513.63,Credit Card,1282c11fdf84f9f10d23fbd45cc776ca6c440e2f22881f8287de5d9dfd4b87a8,2025-03-29 17:55:01
User Ivana Ganguly prefers shopping for Books with a budget of ₹15008.85.,303,Ivana Ganguly,advika57@majumdar.net,+912003598,Maharashtra,51,Female,Books,15008.85,Debit Card,48c0c0fb8638b89f5c76053a847baa6dee91cf62e44a5660c4b537d7b6e840a8,2025-03-05 17:55:01
User Advik Ranganathan prefers shopping for Clothing with a budget of ₹21079.64.,304,Advik Ranganathan,sakshamshan@chakraborty.com,5036882809,Goa,25,Female,Clothing,21079.64,Debit Card,a62cf0f57e9db18cfaec8c57d9497600d5809b8cc896056534192790d996f504,2025-03-09 17:55:01
User Ryan Chander prefers shopping for Home & Kitchen with a budget of ₹10280.02.,305,Ryan Chander,jiyabhavsar@yahoo.com,3445881644,Tamil Nadu,52,Female,Home & Kitchen,10280.02,Debit Card,1902fd7ff0011b5cf139c81bf1ce35801836895a039609490b864cd288a6d0e3,2025-03-25 17:55:01
User Hunar Sen prefers shopping for Books with a budget of ₹22323.06.,306,Hunar Sen,chanamehul@gmail.com,0982320085,Tamil Nadu,50,Female,Books,22323.06,PayPal,20c5e0a25652ac262d2a06852eee68854382201f02bc29da6de32775ea6daae2,2025-03-14 17:55:01
User Tiya Sachar prefers shopping for Clothing with a budget of ₹21446.71.,307,Tiya Sachar,smane@hotmail.com,0875335152,Delhi,20,Male,Clothing,21446.71,Cash on Delivery,e9e7a2022a2d9a69971e984c547ec5bfef335e5f6d9b58f3da24316cae3471ba,2025-03-12 17:55:01
User Piya Hayer prefers shopping for Others with a budget of ₹44749.16.,308,Piya Hayer,sanghanehmat@yahoo.com,+916607563,Haryana,39,Male,Others,44749.16,Credit Card,c817d20d760c9bc47eb69a625f0a3614efe0d6ad7551d13cc75560d8b30f612d,2025-03-14 17:55:01
User Vihaan Mani prefers shopping for Electronics with a budget of ₹48536.01.,309,Vihaan Mani,qkalla@sahota.info,6863254144,Uttar Pradesh,30,Male,Electronics,48536.01,Cash on Delivery,5a15ea16979b864eb11d05c6b8c353dc68d44afd74257f44d64409b80f7683a4,2025-03-28 17:55:01
User Tanya Mammen prefers shopping for Clothing with a budget of ₹34526.76.,310,Tanya Mammen,alia33@kothari.com,5504073755,Punjab,19,Female,Clothing,34526.76,Cash on Delivery,cdeb3cfa24a8bd08f5b48ab92c1c24cfe099aafddd57afb4278126bf3fdcdc50,2025-03-16 17:55:01
User Devansh Tiwari prefers shopping for Books with a budget of ₹24909.3.,311,Devansh Tiwari,jivika39@kara-chandran.com,0272483584,Karnataka,26,Male,Books,24909.3,Cash on Delivery,3a87904b4856081b92609c35c3c8a506febe72af06c64a0ab653d57bce2c34c2,2025-03-22 17:55:01
User Drishya Batta prefers shopping for Others with a budget of ₹35533.78.,312,Drishya Batta,zainlanka@yahoo.com,6279567196,West Bengal,28,Female,Others,35533.78,PayPal,d95736bdce307e3b494e13e2a9ef6b6a13f5ad52e7ec7727b8ab3a8fdbe6f126,2025-03-30 17:55:01
User Rohan Soman prefers shopping for Beauty with a budget of ₹37442.08.,313,Rohan Soman,trishagoswami@yahoo.com,+918483217,Goa,18,Male,Beauty,37442.08,Debit Card,c2cb3c8bc464a8cb7d2621d7aee1ec164a7c45f50e99f04c6070e49957c69a21,2025-03-03 17:55:01
User Suhana Kanda prefers shopping for Electronics with a budget of ₹21176.65.,314,Suhana Kanda,sehgalfateh@hotmail.com,0752890621,Rajasthan,28,Male,Electronics,21176.65,PayPal,6034e5c088d4bc7ff5457011afc9c8699366bb9f9a5fb2fd5d4c5d7e9ea8f966,2025-03-06 17:55:01
User Neelofar Dugal prefers shopping for Home & Kitchen with a budget of ₹22745.79.,315,Neelofar Dugal,ela58@hotmail.com,+916590231,Tamil Nadu,54,Female,Home & Kitchen,22745.79,Credit Card,6c30f9eb4aa36117d79e99a94db1735a10c8c9d44d71560e84ce9b43e67285ac,2025-03-03 17:55:01
User Tejas Shroff prefers shopping for Books with a budget of ₹8570.69.,316,Tejas Shroff,lallpurab@bahl.org,+917408748,Haryana,35,Female,Books,8570.69,Cash on Delivery,d8d8a2b241f6b0f09dcc9f91eb00254427678b0f830390e0b567db8310da7ce3,2025-03-29 17:55:01
User Kavya Buch prefers shopping for Home & Kitchen with a budget of ₹39077.81.,317,Kavya Buch,indrajit67@chada.com,+914691685,Rajasthan,26,Male,Home & Kitchen,39077.81,PayPal,3316b23b7d991f0d4bfe6861e947179cb10a81f9d9777bbd3a35abe501f3321f,2025-03-16 17:55:01
User Rasha Hari prefers shopping for Clothing with a budget of ₹20212.69.,318,Rasha Hari,lakshay94@gmail.com,+917819940,Gujarat,50,Female,Clothing,20212.69,PayPal,843d61d294c54471c60312bd38302f0297924a9ca8360c7ea598b170f90b8e34,2025-03-11 17:55:01
User Samar Bajaj prefers shopping for Beauty with a budget of ₹46838.05.,319,Samar Bajaj,hansh32@aurora.com,0727426381,Punjab,58,Male,Beauty,46838.05,PayPal,306aad5f27617417f1bccca14cb964aea05bf2dac03ddcdc7fb8b354ef19c9da,2025-03-20 17:55:01
User Veer Dube prefers shopping for Home & Kitchen with a budget of ₹35599.07.,320,Veer Dube,kiaandevi@gmail.com,+914866223,Maharashtra,28,Male,Home & Kitchen,35599.07,Debit Card,f727ecf85234ebef08da2c5f21a088adf64803995fe2ed3e6bf18fb097206b93,2025-03-29 17:55:01
User Urvi Krish prefers shopping for Electronics with a budget of ₹35315.16.,321,Urvi Krish,oorjadara@gmail.com,+915550971,Haryana,43,Male,Electronics,35315.16,Credit Card,c597a0b9aec9a34cbb3cbd519248ffa5bfeb5e0c7d4e47a6cb597b9a3ce1eeec,2025-03-25 17:55:01
User Anahita Soman prefers shopping for Others with a budget of ₹35906.57.,322,Anahita Soman,vsubramanian@hotmail.com,5934447392,Madhya Pradesh,20,Male,Others,35906.57,Debit Card,91a39e51bf27425beb61b2b8813384ad79097fc17d97985b02606589f6c3b91e,2025-03-09 17:55:01
User Inaaya  Wali prefers shopping for Electronics with a budget of ₹30229.37.,323,Inaaya  Wali,taranchada@yahoo.com,0685639573,Maharashtra,58,Female,Electronics,30229.37,UPI,04fca07e6f9096138807692b58f1a9768dc1cc17307527bb37b23a65df83410b,2025-03-05 17:55:01
User Urvi Goswami prefers shopping for Electronics with a budget of ₹41947.26.,324,Urvi Goswami,sarinpurab@gmail.com,0388242356,Maharashtra,58,Female,Electronics,41947.26,Credit Card,3d77a566d1c3aefaaf252d754447ebf003626bb128d67cddfe0ca87c1dd5ad32,2025-03-22 17:55:01
User Rasha Shetty prefers shopping for Home & Kitchen with a budget of ₹21730.43.,325,Rasha Shetty,sara29@yahoo.com,+912680241,Madhya Pradesh,44,Male,Home & Kitchen,21730.43,UPI,f19e5bfaf92bb4d97e52997bc59bb683026aee864603fc20dbea5bfbe2caccb1,2025-03-03 17:55:01
User Tiya Anne prefers shopping for Others with a budget of ₹24593.76.,326,Tiya Anne,indrajitbhatti@wable-kata.com,3335810228,Rajasthan,54,Male,Others,24593.76,Cash on Delivery,f73ba7bf02776cd0e97a472686c1484d5a3f0c224b0a186489193a92e80c4f6f,2025-03-03 17:55:01
User Kaira Sarkar prefers shopping for Home & Kitchen with a budget of ₹9585.28.,327,Kaira Sarkar,azad09@gmail.com,+912092886,Karnataka,20,Female,Home & Kitchen,9585.28,PayPal,1b7ea8b2a261534da5cba0de58fb2053905a4f15f38a915182d6d7db5a932392,2025-03-06 17:55:01
User Vanya Anne prefers shopping for Others with a budget of ₹3753.5.,328,Vanya Anne,sempranay@mani-seth.com,+914409756,Haryana,22,Female,Others,3753.5,Debit Card,b8374702f3c84dd8d5c085e3549fec88e4508c5e5f144b84450798fbd9e1272e,2025-03-22 17:55:01
User Zaina Batta prefers shopping for Clothing with a budget of ₹45359.81.,329,Zaina Batta,jivikaganguly@gmail.com,+917178962,Karnataka,41,Female,Clothing,45359.81,Credit Card,496c5c2a7f33f64f5eee61fae14c73c801847fc74d4142b15164b132e38eb0f3,2025-03-06 17:55:01
User Emir Kadakia prefers shopping for Others with a budget of ₹42892.57.,330,Emir Kadakia,borrazeeshan@hotmail.com,0420572519,Delhi,43,Male,Others,42892.57,UPI,a397d6c4a41da4d081a47131074ce97327f2440ca49f51886493c7ad83690271,2025-03-08 17:55:01
User Nehmat Bhakta prefers shopping for Books with a budget of ₹10193.23.,331,Nehmat Bhakta,hridaandey@sunder.com,+913677200,Haryana,49,Male,Books,10193.23,Credit Card,f097e6224374e4d94d4398eed628e86e46961fc22c42e135bb12049aaec05b6e,2025-03-09 17:55:01
User Lakshit Kapoor prefers shopping for Home & Kitchen with a budget of ₹31916.72.,332,Lakshit Kapoor,tdewan@bedi.com,1427047358,Madhya Pradesh,36,Male,Home & Kitchen,31916.72,Credit Card,fbf6ef32957d7513ff4d8dcf898f6311f1be51cf44e02ae7e928c6683be3fa44,2025-03-25 17:55:01
User Khushi Wali prefers shopping for Books with a budget of ₹40616.53.,333,Khushi Wali,anyaapte@kaur.com,5903069582,Haryana,19,Female,Books,40616.53,Debit Card,154f55effb999a401c13297f7b3c8bf854486dec085360da9b958deb19e807da,2025-03-02 17:55:01
User Drishya Goyal prefers shopping for Others with a budget of ₹33687.66.,334,Drishya Goyal,armaanbajwa@sen.com,3285072903,Tamil Nadu,51,Male,Others,33687.66,Debit Card,2226ec16c4dfc571fc31ed26026b3985478737e7dafa5759a54b9ca66a36dd84,2025-03-08 17:55:01
User Tiya Saha prefers shopping for Books with a budget of ₹18861.41.,335,Tiya Saha,kapoornayantara@maharaj-vaidya.biz,+913474365,West Bengal,48,Female,Books,18861.41,Credit Card,fe59935a97e62da46dacee346f6e98fc2d7d3cb3e5fe3df3f6afd3e3e782982e,2025-03-13 17:55:01
User Raghav Kara prefers shopping for Electronics with a budget of ₹28516.17.,336,Raghav Kara,advika91@dar-warrior.net,0596077448,Madhya Pradesh,47,Male,Electronics,28516.17,Debit Card,6aa170fef42585ce47c318f6eb4c261bb7ca508323ee922f70208f660362cb30,2025-03-20 17:55:01
User Rasha Gokhale prefers shopping for Clothing with a budget of ₹25977.96.,337,Rasha Gokhale,dhanukvasa@balay.com,+910799106,Gujarat,36,Female,Clothing,25977.96,Cash on Delivery,83d4e2bdd952a23670f597c30b0d3b08891ae3b11075404db9db9954e406d23d,2025-03-05 17:55:01
User Samaira Johal prefers shopping for Books with a budget of ₹46668.78.,338,Samaira Johal,anvi23@yahoo.com,+918572707,Delhi,54,Female,Books,46668.78,Credit Card,04c13500560a3ebe290942135c0d930b3fd97ce98ff63a78b20c3d53d6a289a0,2025-04-01 17:55:01
User Ivana Bahri prefers shopping for Clothing with a budget of ₹49922.66.,339,Ivana Bahri,khatrifateh@gmail.com,0943084910,Haryana,23,Female,Clothing,49922.66,Cash on Delivery,f7e3c14cad6b19e651eac29aecedc3959ac4d4742d523269e9c71dd0f673ace1,2025-03-20 17:55:01
User Faiyaz Rattan prefers shopping for Books with a budget of ₹44569.34.,340,Faiyaz Rattan,nakul12@gmail.com,0122253869,Tamil Nadu,25,Female,Books,44569.34,PayPal,de80774e778504c60bc4b0de7790c8ab3853db6bf7c65deb2f9d7ac843ad9447,2025-03-28 17:55:01
User Inaaya  Sodhi prefers shopping for Clothing with a budget of ₹48212.3.,341,Inaaya  Sodhi,samaira35@sengupta-wali.com,1197473609,Delhi,54,Male,Clothing,48212.3,Cash on Delivery,acd26b461405d6b19b9e85a932e4b916ba9c9664d529b297af2e30ba72c2d238,2025-03-28 17:55:01
User Saira Ramachandran prefers shopping for Others with a budget of ₹20412.14.,342,Saira Ramachandran,tarangill@badami.org,0382734297,Goa,43,Female,Others,20412.14,Credit Card,03aad1c95dcf982d428b06b95820e3cf04e6334d709343fc26523376594d2620,2025-03-08 17:55:01
User Shamik Goda prefers shopping for Others with a budget of ₹41811.83.,343,Shamik Goda,jivin79@bhalla-ahluwalia.info,+917544899,Haryana,55,Female,Others,41811.83,Credit Card,31a8117e54377f717218b3c8bcc7577fd238acbad38716d30fc3688f58796283,2025-03-24 17:55:01
User Vardaniya Chaudhry prefers shopping for Clothing with a budget of ₹26149.27.,344,Vardaniya Chaudhry,regeyasmin@gade.info,0933892633,Karnataka,23,Male,Clothing,26149.27,Credit Card,7f9e528ed22317bcc54ef2a50f3d39926a374c6f35c7a2d4665bf4c1e3e71c69,2025-03-27 17:55:01
User Piya Dara prefers shopping for Clothing with a budget of ₹5785.77.,345,Piya Dara,gdevan@salvi-handa.biz,6704267656,Rajasthan,23,Male,Clothing,5785.77,UPI,3b508434c31702596e547974735a66be6791fbe0a6096398611011944b786a14,2025-03-09 17:55:01
User Dhanush Kari prefers shopping for Home & Kitchen with a budget of ₹19357.56.,346,Dhanush Kari,yadavelakshi@gmail.com,0504701991,Goa,58,Male,Home & Kitchen,19357.56,Credit Card,d41312be9e79aa94ab0b812915447e75a8220151a9221b2bb5777740c255a1ab,2025-03-09 17:55:01
User Kiaan Sathe prefers shopping for Home & Kitchen with a budget of ₹34846.58.,347,Kiaan Sathe,kashvi37@datta.biz,7928811196,Goa,39,Male,Home & Kitchen,34846.58,Credit Card,df41712d756b2d31c72ee692aa7925d30f1a8f9f65f5ba675c595697dc811f21,2025-03-23 17:55:01
User Bhavin Anand prefers shopping for Electronics with a budget of ₹36285.84.,348,Bhavin Anand,xbansal@hotmail.com,0375641415,Delhi,51,Female,Electronics,36285.84,Credit Card,ea568346183267158018bef2f408f17a8169c722340f9c192283ecc81393db6c,2025-03-21 17:55:01
User Shlok Khalsa prefers shopping for Others with a budget of ₹34970.43.,349,Shlok Khalsa,kashvitaneja@sami.com,+914817138,West Bengal,30,Male,Others,34970.43,Debit Card,0ba56f64fe570c244990c1ea06bb546c0eed99bebd79fac6e5720b7965146009,2025-03-23 17:55:01
User Nirvaan Comar prefers shopping for Clothing with a budget of ₹21467.84.,350,Nirvaan Comar,virkkanav@gmail.com,3990514187,Goa,36,Male,Clothing,21467.84,Debit Card,8e396418495906046a91381dd7c37a9f250f291e35390e99c071e5cc4bca4774,2025-03-17 17:55:01
User Samaira Saini prefers shopping for Clothing with a budget of ₹18370.31.,351,Samaira Saini,aroraakarsh@kurian.info,+916402962,Maharashtra,44,Male,Clothing,18370.31,Debit Card,2caa1044db2e6f57aaf9824c876c5188f8fbc837c53221ae7c3462ddcc6a2249,2025-03-05 17:55:01
User Umang Batra prefers shopping for Electronics with a budget of ₹42283.46.,352,Umang Batra,diya15@hotmail.com,0939899080,Haryana,31,Male,Electronics,42283.46,PayPal,665f0524cb5c888ba0fd65b515b4289dd6df7542c17e1a519941c13ffda47e1c,2025-03-15 17:55:01
User Manikya Dada prefers shopping for Home & Kitchen with a budget of ₹49996.15.,353,Manikya Dada,zeeshandesai@yahoo.com,9718780299,Uttar Pradesh,34,Male,Home & Kitchen,49996.15,UPI,d17b4c932cb4e3b37003422823ea04083fab34024fb136d1533da9564007fa89,2025-03-18 17:55:01
User Kismat Dutt prefers shopping for Clothing with a budget of ₹12930.15.,354,Kismat Dutt,veer16@hotmail.com,+916493322,Gujarat,40,Male,Clothing,12930.15,PayPal,3753469c2e305948f5d05244eff0615484324a396a57cfb01c6c0d5e382f8e7c,2025-03-28 17:55:01
User Dishani Chowdhury prefers shopping for Electronics with a budget of ₹35212.76.,355,Dishani Chowdhury,qjhaveri@lata.com,+913217679,Gujarat,25,Female,Electronics,35212.76,Credit Card,7fcf34b67c547bcc853d99e60c58b77262756dbbba432d5214a48170a13f6d89,2025-03-28 17:55:01
User Aarav Dara prefers shopping for Others with a budget of ₹37233.79.,356,Aarav Dara,purab16@gmail.com,+914021646,Rajasthan,19,Male,Others,37233.79,Cash on Delivery,c39015ecebcac0102d6c43ea7be1dadc795561c4beb8ec27372254beb5f45c4c,2025-03-08 17:55:01
User Lakshit Venkatesh prefers shopping for Home & Kitchen with a budget of ₹42906.53.,357,Lakshit Venkatesh,varmavivaan@yahoo.com,+917271961,Madhya Pradesh,41,Male,Home & Kitchen,42906.53,Credit Card,7ff720c7a4d48cc99a5d7b3c2697e1715e1097dbb5834bbdd112c665d38d5640,2025-03-13 17:55:01
User Tiya Dada prefers shopping for Beauty with a budget of ₹32969.71.,358,Tiya Dada,parinaazdatta@baria.com,5113806227,Maharashtra,23,Male,Beauty,32969.71,PayPal,71b48809e5bc59ff0cb3b1ab4ff56a689e25cd9855709f7dcd49fe879ed6c0eb,2025-03-04 17:55:01
User Baiju Kadakia prefers shopping for Home & Kitchen with a budget of ₹47788.28.,359,Baiju Kadakia,stuvanjani@basak.biz,9844675932,West Bengal,50,Male,Home & Kitchen,47788.28,Debit Card,02650d1c2b1b38eaa6431eb580a5f9ccce7fadea5265c61f11312055ba136384,2025-03-14 17:55:01
User Vaibhav Rastogi prefers shopping for Books with a budget of ₹41427.29.,360,Vaibhav Rastogi,onkar46@acharya.biz,0771080799,Maharashtra,30,Female,Books,41427.29,Cash on Delivery,005ff66cfabe7d3adc24609001168d1b9776bef49a18f1bc9042b39e80026dde,2025-03-19 17:55:01
User Gatik Sahni prefers shopping for Others with a budget of ₹6254.32.,361,Gatik Sahni,madhavmandal@dalia-agrawal.com,0020407173,Karnataka,51,Female,Others,6254.32,Debit Card,94b2568faace5ab8620f64e2870e5a7a0e67eb7a86f3c52d8a636aad8cb69ed9,2025-03-17 17:55:01
User Darshit Mani prefers shopping for Electronics with a budget of ₹46377.16.,362,Darshit Mani,ahujaaarush@bhat.com,0029394776,Karnataka,22,Male,Electronics,46377.16,UPI,e095d09232ea1f3b352cc5ef058720cf8627c608b05d5577e1536b8d063bb00d,2025-03-28 17:55:01
User Vardaniya Chhabra prefers shopping for Home & Kitchen with a budget of ₹24631.47.,363,Vardaniya Chhabra,iswaminathan@yahoo.com,8734468756,Tamil Nadu,28,Female,Home & Kitchen,24631.47,Credit Card,8ccc10e663c88c2a68cc03165beaa4b12650cc14cd8a7334b362b7ed207a5c40,2025-03-05 17:55:01
User Anahita Sankaran prefers shopping for Others with a budget of ₹1510.42.,364,Anahita Sankaran,ubahl@bora.biz,0844586564,Delhi,30,Male,Others,1510.42,PayPal,de8210056be0e3ee09f6eec5e36a620689e2998468ad4949de05f956878787ce,2025-03-11 17:55:01
User Hrishita Gulati prefers shopping for Others with a budget of ₹26822.67.,365,Hrishita Gulati,dagarwal@hotmail.com,+910232187,Delhi,37,Male,Others,26822.67,PayPal,e126d8cf7f748ddf7ad4f32461f24bcfdefc70e80afeb676f71640ab05b82854,2025-03-04 17:55:01
User Gatik Dyal prefers shopping for Electronics with a budget of ₹4979.8.,366,Gatik Dyal,yuvaankaran@hotmail.com,0795524035,Uttar Pradesh,34,Female,Electronics,4979.8,PayPal,f782341ba9262c0c63e3c9245edf59c67c791b0dc4783f7ac7bc827f5a2adeb6,2025-03-14 17:55:01
User Vanya Sawhney prefers shopping for Home & Kitchen with a budget of ₹43877.07.,367,Vanya Sawhney,rhea44@iyer.com,0678230781,Madhya Pradesh,22,Female,Home & Kitchen,43877.07,UPI,09daca3996b1d6c96f91192af38cc192e590613e2f67f3c84a451465f30715a0,2025-03-10 17:55:01
User Navya Dhawan prefers shopping for Clothing with a budget of ₹9508.67.,368,Navya Dhawan,samihadeep@hotmail.com,5853283871,Punjab,39,Male,Clothing,9508.67,PayPal,8c66fe6833a49233e69ec789f710c8e11c22c94e2158372a0f0cfa5824a7f5f4,2025-03-15 17:55:01
User Diya Dey prefers shopping for Electronics with a budget of ₹15254.73.,369,Diya Dey,usengupta@gmail.com,+915849868,Delhi,55,Female,Electronics,15254.73,Debit Card,bf5f778b25556666716bdcf363fecf72f357e56317abd6108e3315d25f5ecc09,2025-03-13 17:55:01
User Nitya Balasubramanian prefers shopping for Books with a budget of ₹39633.36.,370,Nitya Balasubramanian,uthkarsh85@andra.info,0667749195,Haryana,40,Male,Books,39633.36,Cash on Delivery,6cee7a206514fb55f38a9abf6997acd08aad54892e4f8237579bbeeef8cdd4dc,2025-03-29 17:55:01
User Yashvi Bala prefers shopping for Home & Kitchen with a budget of ₹5852.72.,371,Yashvi Bala,vidur03@tata.com,+911286536,Haryana,49,Female,Home & Kitchen,5852.72,PayPal,ca45b43bba9433b5c969e578829d02aed9e44b27414f2393794e4d1d12613905,2025-03-04 17:55:01
User Prerak Reddy prefers shopping for Books with a budget of ₹28675.18.,372,Prerak Reddy,kalekiaan@gmail.com,+910812603,Haryana,29,Female,Books,28675.18,Debit Card,b0c836861f4bf1644645045fc6f0c1f86ccc0a30da4f8717b100865607e2bc59,2025-03-09 17:55:01
User Indrans Date prefers shopping for Home & Kitchen with a budget of ₹40323.81.,373,Indrans Date,jhanvi87@vyas-mahal.com,+911561484,Goa,24,Female,Home & Kitchen,40323.81,Debit Card,f7be74de9411fd770f72d1a496b9c8d4795e2a21538121571093289dad5e6f82,2025-03-05 17:55:01
User Oorja Gaba prefers shopping for Others with a budget of ₹45436.65.,374,Oorja Gaba,mishti06@ganesan.net,6074212980,Maharashtra,31,Female,Others,45436.65,PayPal,5b94daebbcfc99d8fdbf277c7e41b8ceb51a235bcf58754b811ad3ddfdc46721,2025-03-09 17:55:01
User Zaina Saraf prefers shopping for Beauty with a budget of ₹17372.65.,375,Zaina Saraf,reyanshviswanathan@gmail.com,0691101779,Haryana,19,Female,Beauty,17372.65,PayPal,6f5ae0196919424d1c2c508d2ae1e997f6794fbd90269c75b306a1b21c1f0057,2025-03-25 17:55:01
User Aaina Thakur prefers shopping for Beauty with a budget of ₹23309.65.,376,Aaina Thakur,jsubramaniam@gmail.com,+913897033,Madhya Pradesh,32,Male,Beauty,23309.65,UPI,fcf0738ebc6997b1912bcf5ecb2eea04fc2da30856240145161fa1db8cbaccff,2025-03-24 17:55:01
User Ela Bajaj prefers shopping for Others with a budget of ₹21420.86.,377,Ela Bajaj,mghose@trivedi-gill.info,0719267924,Haryana,50,Male,Others,21420.86,Credit Card,19eafc7a755f90581680c0b62f5090978214636bfec70fa0d550cbe9e6248830,2025-03-30 17:55:01
User Rania Sinha prefers shopping for Electronics with a budget of ₹6884.2.,378,Rania Sinha,nishithdhingra@yahoo.com,+911821744,West Bengal,37,Male,Electronics,6884.2,Credit Card,8d55028cad3755e0f29a1dfdfcf0d317a3e23b321e773fea5a4b971070c9e63c,2025-03-11 17:55:01
